   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time, bubble_sort_cmp, bubble_sort_swaps, bubble_sort_time, heap_sort_cmp, heap_sort_swaps, heap_sort_time
 759,              ,                ,               ,      6304,           0,       3000,                ,                  ,                 ,         12224,               0,           6000
 760,              ,                ,               ,      6330,           0,       3005,                ,                  ,                 ,         12251,               0,           5994
 761,              ,                ,               ,      6331,           0,       1996,                ,                  ,                 ,         12282,               0,           7007
 762,              ,                ,               ,      6323,           0,       2992,                ,                  ,                 ,         12308,               0,           5999
 763,              ,                ,               ,      6337,           0,       3000,                ,                  ,                 ,         12304,               0,           6003
 764,              ,                ,               ,      6355,           0,       1998,                ,                  ,                 ,         12338,               0,           6999
 765,              ,                ,               ,      6363,           0,       1999,                ,                  ,                 ,         12348,               0,           6000
 766,              ,                ,               ,      6382,           0,       2999,                ,                  ,                 ,         12366,               0,           5999
 767,              ,                ,               ,      6383,           0,       1999,                ,                  ,                 ,         12372,               0,           5989
 768,              ,                ,               ,      6382,           0,       3000,                ,                  ,                 ,         12398,               0,           7004
 769,              ,                ,               ,      6393,           0,       1997,                ,                  ,                 ,         12424,               0,           6000
 770,              ,                ,               ,      6416,           0,       2999,                ,                  ,                 ,         12426,               0,           7011
 771,              ,                ,               ,      6421,           0,       2000,                ,                  ,                 ,         12472,               0,           6000
 772,              ,                ,               ,      6437,           0,       2506,                ,                  ,                 ,         12459,               0,           5998
 773,              ,                ,               ,      6458,           0,       2999,                ,                  ,                 ,         12501,               0,           6999
 774,              ,                ,               ,      6464,           0,       3010,                ,                  ,                 ,         12528,               0,           6012
 775,              ,                ,               ,      6469,           0,       1999,                ,                  ,                 ,         12529,               0,           6001
 776,              ,                ,               ,      6491,           0,       2013,                ,                  ,                 ,         12551,               0,           6000
 777,              ,                ,               ,      6497,           0,       2012,                ,                  ,                 ,         12560,               0,           6999
 778,              ,                ,               ,      6463,           0,       3000,                ,                  ,                 ,         12581,               0,           5986
 779,              ,                ,               ,      6482,           0,       2993,                ,                  ,                 ,         12604,               0,           6023
 780,              ,                ,               ,      6504,           0,       1999,                ,                  ,                 ,         12601,               0,           5995
 781,              ,                ,               ,      6512,           0,       3585,                ,                  ,                 ,         12638,               0,           5999
 782,              ,                ,               ,      6534,           0,       2013,                ,                  ,                 ,         12655,               0,           5999
 783,              ,                ,               ,      6539,           0,       3000,                ,                  ,                 ,         12663,               0,           7000
 784,              ,                ,               ,      6550,           0,       3201,                ,                  ,                 ,         12678,               0,           5998
 785,              ,                ,               ,      6566,           0,       3000,                ,                  ,                 ,         12710,               0,           6000
 786,              ,                ,               ,      6569,           0,       2007,                ,                  ,                 ,         12739,               0,           5988
 787,              ,                ,               ,      6581,           0,       3023,                ,                  ,                 ,         12783,               0,           6988
 788,              ,                ,               ,      6611,           0,       3000,                ,                  ,                 ,         12771,               0,           7031
 789,              ,                ,               ,      6619,           0,       3184,                ,                  ,                 ,         12799,               0,           6365
 790,              ,                ,               ,      6618,           0,       2000,                ,                  ,                 ,         12824,               0,           5999
 791,              ,                ,               ,      6622,           0,       1982,                ,                  ,                 ,         12841,               0,           6000
 792,              ,                ,               ,      6638,           0,       1999,                ,                  ,                 ,         12868,               0,           5999
 793,              ,                ,               ,      6654,           0,       2000,                ,                  ,                 ,         12872,               0,           6031
 794,              ,                ,               ,      6660,           0,       2999,                ,                  ,                 ,         12898,               0,           6022
 795,              ,                ,               ,      6672,           0,       2534,                ,                  ,                 ,         12934,               0,           6000
 796,              ,                ,               ,      6672,           0,       2995,                ,                  ,                 ,         12941,               0,           6580
 797,              ,                ,               ,      6675,           0,       3000,                ,                  ,                 ,         12946,               0,           6999
 798,              ,                ,               ,      6678,           0,       3000,                ,                  ,                 ,         12972,               0,           6999
 799,              ,                ,               ,      6708,           0,       3000,                ,                  ,                 ,         12989,               0,           5968
 800,              ,                ,               ,      6726,           0,       3035,                ,                  ,                 ,         13003,               0,           6630
 801,              ,                ,               ,      6738,           0,       2932,                ,                  ,                 ,         12995,               0,           5999
 802,              ,                ,               ,      6743,           0,       2000,                ,                  ,                 ,         13067,               0,           5999
 803,              ,                ,               ,      6765,           0,       2000,                ,                  ,                 ,         13061,               0,           6567
 804,              ,                ,               ,      6727,           0,       3000,                ,                  ,                 ,         13083,               0,           8010
 805,              ,                ,               ,      6741,           0,       2995,                ,                  ,                 ,         13124,               0,           7002
 806,              ,                ,               ,      6755,           0,       2996,                ,                  ,                 ,         13094,               0,           6999
 807,              ,                ,               ,      6786,           0,       3006,                ,                  ,                 ,         13137,               0,           6993
 808,              ,                ,               ,      6799,           0,       4006,                ,                  ,                 ,         13158,               0,           7999
 809,              ,                ,               ,      6803,           0,       2996,                ,                  ,                 ,         13196,               0,           7000
 810,              ,                ,               ,      6809,           0,       2997,                ,                  ,                 ,         13200,               0,           7003
 811,              ,                ,               ,      6844,           0,       2996,                ,                  ,                 ,         13226,               0,           7001
 812,              ,                ,               ,      6837,           0,       3001,                ,                  ,                 ,         13254,               0,           6998
 813,              ,                ,               ,      6846,           0,       3000,                ,                  ,                 ,         13234,               0,           7007
 814,              ,                ,               ,      6840,           0,       2992,                ,                  ,                 ,         13275,               0,           7009
 815,              ,                ,               ,      6851,           0,       3013,                ,                  ,                 ,         13312,               0,           6999
 816,              ,                ,               ,      6877,           0,       2978,                ,                  ,                 ,         13329,               0,           6021
 817,              ,                ,               ,      6888,           0,       1999,                ,                  ,                 ,         13361,               0,           5870
 818,              ,                ,               ,      6906,           0,       2999,                ,                  ,                 ,         13369,               0,           6978
 819,              ,                ,               ,      6916,           0,       3008,                ,                  ,                 ,         13402,               0,           7013
 820,              ,                ,               ,      6914,           0,       3000,                ,                  ,                 ,         13419,               0,           6999
 821,              ,                ,               ,      6922,           0,       2985,                ,                  ,                 ,         13445,               0,           6125
 822,              ,                ,               ,      6927,           0,       2991,                ,                  ,                 ,         13432,               0,           7008
 823,              ,                ,               ,      6913,           0,       3000,                ,                  ,                 ,         13460,               0,           6991
 824,              ,                ,               ,      6956,           0,       3008,                ,                  ,                 ,         13464,               0,           6999
 825,              ,                ,               ,      6960,           0,       2999,                ,                  ,                 ,         13485,               0,           6987
 826,              ,                ,               ,      6996,           0,       3013,                ,                  ,                 ,         13510,               0,           6999
 827,              ,                ,               ,      6996,           0,       2988,                ,                  ,                 ,         13537,               0,           6012
 828,              ,                ,               ,      6980,           0,       2000,                ,                  ,                 ,         13565,               0,           5989
 829,              ,                ,               ,      7008,           0,       2580,                ,                  ,                 ,         13594,               0,           6177
 830,              ,                ,               ,      7012,           0,       3032,                ,                  ,                 ,         13604,               0,           7000
 831,              ,                ,               ,      6981,           0,       2999,                ,                  ,                 ,         13622,               0,           6999
 832,              ,                ,               ,      7026,           0,       2988,                ,                  ,                 ,         13644,               0,           6012
 833,              ,                ,               ,      7034,           0,       3000,                ,                  ,                 ,         13638,               0,           6986
 834,              ,                ,               ,      7049,           0,       3013,                ,                  ,                 ,         13683,               0,           7000
 835,              ,                ,               ,      7061,           0,       2999,                ,                  ,                 ,         13691,               0,           7000
 836,              ,                ,               ,      7062,           0,       3000,                ,                  ,                 ,         13708,               0,           6999
 837,              ,                ,               ,      7080,           0,       2987,                ,                  ,                 ,         13725,               0,           7012
 838,              ,                ,               ,      7094,           0,       1986,                ,                  ,                 ,         13719,               0,           6999
 839,              ,                ,               ,      7097,           0,       3000,                ,                  ,                 ,         13760,               0,           7000
 840,              ,                ,               ,      7103,           0,       3094,                ,                  ,                 ,         13821,               0,           6905
 841,              ,                ,               ,      7124,           0,       2999,                ,                  ,                 ,         13822,               0,           6054
 842,              ,                ,               ,      7137,           0,       3020,                ,                  ,                 ,         13812,               0,           6999
 843,              ,                ,               ,      7155,           0,       3000,                ,                  ,                 ,         13850,               0,           6999
 844,              ,                ,               ,      7169,           0,       2999,                ,                  ,                 ,         13872,               0,           6999
 845,              ,                ,               ,      7184,           0,       2987,                ,                  ,                 ,         13867,               0,           7029
 846,              ,                ,               ,      7172,           0,       3000,                ,                  ,                 ,         13896,               0,           6987
 847,              ,                ,               ,      7153,           0,       3012,                ,                  ,                 ,         13925,               0,           6184
 848,              ,                ,               ,      7187,           0,       2000,                ,                  ,                 ,         13913,               0,           6772
 849,              ,                ,               ,      7196,           0,       3000,                ,                  ,                 ,         13949,               0,           6999
 850,              ,                ,               ,      7203,           0,       3011,                ,                  ,                 ,         13975,               0,           6999
 851,              ,                ,               ,      7229,           0,       3000,                ,                  ,                 ,         14004,               0,           6987
 852,              ,                ,               ,      7213,           0,       3000,                ,                  ,                 ,         14026,               0,           6999
 853,              ,                ,               ,      7227,           0,       2980,                ,                  ,                 ,         14048,               0,           7013
 854,              ,                ,               ,      7246,           0,       3000,                ,                  ,                 ,         14056,               0,           6987
 855,              ,                ,               ,      7267,           0,       3000,                ,                  ,                 ,         14071,               0,           6999
 856,              ,                ,               ,      7249,           0,       2986,                ,                  ,                 ,         14076,               0,           7013
 857,              ,                ,               ,      7259,           0,       3000,                ,                  ,                 ,         14104,               0,           6983
 858,              ,                ,               ,      7279,           0,       1992,                ,                  ,                 ,         14126,               0,           7022
 859,              ,                ,               ,      7296,           0,       3000,                ,                  ,                 ,         14148,               0,           7000
 860,              ,                ,               ,      7305,           0,       3006,                ,                  ,                 ,         14140,               0,           6999
 861,              ,                ,               ,      7303,           0,       2011,                ,                  ,                 ,         14186,               0,           6999
 862,              ,                ,               ,      7318,           0,       3000,                ,                  ,                 ,         14204,               0,           7687
 863,              ,                ,               ,      7322,           0,       2097,                ,                  ,                 ,         14209,               0,           6135
 864,              ,                ,               ,      7370,           0,       2999,                ,                  ,                 ,         14229,               0,           7013
 865,              ,                ,               ,      7379,           0,       3000,                ,                  ,                 ,         14240,               0,           5986
 866,              ,                ,               ,      7376,           0,       3000,                ,                  ,                 ,         14289,               0,           6999
 867,              ,                ,               ,      7407,           0,       2990,                ,                  ,                 ,         14308,               0,           6999
 868,              ,                ,               ,      7391,           0,       2999,                ,                  ,                 ,         14321,               0,           7004
 869,              ,                ,               ,      7413,           0,       3016,                ,                  ,                 ,         14318,               0,           7000
 870,              ,                ,               ,      7414,           0,       3533,                ,                  ,                 ,         14341,               0,           7032
 871,              ,                ,               ,      7416,           0,       3000,                ,                  ,                 ,         14382,               0,           6982
 872,              ,                ,               ,      7428,           0,       3017,                ,                  ,                 ,         14378,               0,           6986
 873,              ,                ,               ,      7434,           0,       3000,                ,                  ,                 ,         14399,               0,           7000
 874,              ,                ,               ,      7448,           0,       3000,                ,                  ,                 ,         14437,               0,           6999
 875,              ,                ,               ,      7457,           0,       3000,                ,                  ,                 ,         14447,               0,           6985
 876,              ,                ,               ,      7469,           0,       3013,                ,                  ,                 ,         14478,               0,           7032
 877,              ,                ,               ,      7483,           0,       2999,                ,                  ,                 ,         14465,               0,           6999
 878,              ,                ,               ,      7485,           0,       3000,                ,                  ,                 ,         14488,               0,           6549
 879,              ,                ,               ,      7491,           0,       3000,                ,                  ,                 ,         14514,               0,           6986
 880,              ,                ,               ,      7503,           0,       3000,                ,                  ,                 ,         14510,               0,           7000
 881,              ,                ,               ,      7516,           0,       2991,                ,                  ,                 ,         14568,               0,           7009
 882,              ,                ,               ,      7536,           0,       2999,                ,                  ,                 ,         14581,               0,           6986
 883,              ,                ,               ,      7546,           0,       3000,                ,                  ,                 ,         14603,               0,           7013
 884,              ,                ,               ,      7537,           0,       2979,                ,                  ,                 ,         14593,               0,           7020
 885,              ,                ,               ,      7554,           0,       3013,                ,                  ,                 ,         14618,               0,           6988
 886,              ,                ,               ,      7547,           0,       2013,                ,                  ,                 ,         14658,               0,           7033
 887,              ,                ,               ,      7547,           0,       3000,                ,                  ,                 ,         14692,               0,           7566
 888,              ,                ,               ,      7567,           0,       2999,                ,                  ,                 ,         14707,               0,           7987
 889,              ,                ,               ,      7566,           0,       3012,                ,                  ,                 ,         14715,               0,           8033
 890,              ,                ,               ,      7585,           0,       2999,                ,                  ,                 ,         14747,               0,           8000
 891,              ,                ,               ,      7594,           0,       3569,                ,                  ,                 ,         14738,               0,           6987
 892,              ,                ,               ,      7612,           0,       3547,                ,                  ,                 ,         14761,               0,           8033
 893,              ,                ,               ,      7644,           0,       2999,                ,                  ,                 ,         14793,               0,           7999
 894,              ,                ,               ,      7637,           0,       3000,                ,                  ,                 ,         14801,               0,           7987
 895,              ,                ,               ,      7637,           0,       3012,                ,                  ,                 ,         14805,               0,           8000
 896,              ,                ,               ,      7673,           0,       2999,                ,                  ,                 ,         14809,               0,           7999
 897,              ,                ,               ,      7683,           0,       2986,                ,                  ,                 ,         14870,               0,           7020
 898,              ,                ,               ,      7680,           0,       3010,                ,                  ,                 ,         14881,               0,           7564
 899,              ,                ,               ,      7702,           0,       2999,                ,                  ,                 ,         14893,               0,           7986
 900,              ,                ,               ,      7697,           0,       3012,                ,                  ,                 ,         14914,               0,           7987
 901,              ,                ,               ,      7710,           0,       2988,                ,                  ,                 ,         14936,               0,           7000
 902,              ,                ,               ,      7717,           0,       3082,                ,                  ,                 ,         14951,               0,           7006
 903,              ,                ,               ,      7734,           0,       3980,                ,                  ,                 ,         14966,               0,           7006
 904,              ,                ,               ,      7729,           0,       2989,                ,                  ,                 ,         14973,               0,           7010
 905,              ,                ,               ,      7733,           0,       2982,                ,                  ,                 ,         15027,               0,           8017
 906,              ,                ,               ,      7755,           0,       2999,                ,                  ,                 ,         15050,               0,           6986
 907,              ,                ,               ,      7771,           0,       4013,                ,                  ,                 ,         15065,               0,           6999
 908,              ,                ,               ,      7780,           0,       2988,                ,                  ,                 ,         15038,               0,           8011
 909,              ,                ,               ,      7793,           0,       3000,                ,                  ,                 ,         15100,               0,           6999
 910,              ,                ,               ,      7800,           0,       3000,                ,                  ,                 ,         15135,               0,           7999
 911,              ,                ,               ,      7836,           0,       2987,                ,                  ,                 ,         15140,               0,           8012
 912,              ,                ,               ,      7811,           0,       3000,                ,                  ,                 ,         15152,               0,           6999
 913,              ,                ,               ,      7830,           0,       3000,                ,                  ,                 ,         15182,               0,           7986
 914,              ,                ,               ,      7836,           0,       3000,                ,                  ,                 ,         15201,               0,           7000
 915,              ,                ,               ,      7852,           0,       3462,                ,                  ,                 ,         15243,               0,           8213
 916,              ,                ,               ,      7853,           0,       2550,                ,                  ,                 ,         15252,               0,           7990
 917,              ,                ,               ,      7870,           0,       3009,                ,                  ,                 ,         15274,               0,           7000
 918,              ,                ,               ,      7863,           0,       3013,                ,                  ,                 ,         15303,               0,           7999
 919,              ,                ,               ,      7895,           0,       3000,                ,                  ,                 ,         15304,               0,           7990
 920,              ,                ,               ,      7912,           0,       3009,                ,                  ,                 ,         15329,               0,           6999
 921,              ,                ,               ,      7933,           0,       3000,                ,                  ,                 ,         15332,               0,           7999
 922,              ,                ,               ,      7939,           0,       3000,                ,                  ,                 ,         15362,               0,           7987
 923,              ,                ,               ,      7943,           0,       4012,                ,                  ,                 ,         15380,               0,           6999
 924,              ,                ,               ,      7938,           0,       3225,                ,                  ,                 ,         15383,               0,           7775
 925,              ,                ,               ,      7956,           0,       3000,                ,                  ,                 ,         15408,               0,           6987
 926,              ,                ,               ,      7966,           0,       3013,                ,                  ,                 ,         15429,               0,           7999
 927,              ,                ,               ,      7976,           0,       3988,                ,                  ,                 ,         15444,               0,           8011
 928,              ,                ,               ,      7982,           0,       2999,                ,                  ,                 ,         15476,               0,           8000
 929,              ,                ,               ,      7991,           0,       3986,                ,                  ,                 ,         15492,               0,           8013
 930,              ,                ,               ,      8006,           0,       2987,                ,                  ,                 ,         15535,               0,           7000
 931,              ,                ,               ,      8027,           0,       2999,                ,                  ,                 ,         15532,               0,           7986
 932,              ,                ,               ,      8017,           0,       3013,                ,                  ,                 ,         15548,               0,           7448
 933,              ,                ,               ,      8037,           0,       3018,                ,                  ,                 ,         15564,               0,           7998
 934,              ,                ,               ,      8026,           0,       3000,                ,                  ,                 ,         15594,               0,           6999
 935,              ,                ,               ,      8053,           0,       3000,                ,                  ,                 ,         15632,               0,           7988
 936,              ,                ,               ,      8074,           0,       3011,                ,                  ,                 ,         15641,               0,           8031
 937,              ,                ,               ,      8090,           0,       3000,                ,                  ,                 ,         15652,               0,           8530
 938,              ,                ,               ,      8074,           0,       3032,                ,                  ,                 ,         15693,               0,           6988
 939,              ,                ,               ,      8080,           0,       3013,                ,                  ,                 ,         15695,               0,           8000
 940,              ,                ,               ,      8096,           0,       2984,                ,                  ,                 ,         15729,               0,           8015
 941,              ,                ,               ,      8123,           0,       3000,                ,                  ,                 ,         15748,               0,           8000
 942,              ,                ,               ,      8120,           0,       3000,                ,                  ,                 ,         15731,               0,           6999
 943,              ,                ,               ,      8133,           0,       2987,                ,                  ,                 ,         15767,               0,           8013
 944,              ,                ,               ,      8159,           0,       3000,                ,                  ,                 ,         15770,               0,           8000
 945,              ,                ,               ,      8165,           0,       3999,                ,                  ,                 ,         15816,               0,           7988
 946,              ,                ,               ,      8180,           0,       2997,                ,                  ,                 ,         15818,               0,           8000
 947,              ,                ,               ,      8188,           0,       2999,                ,                  ,                 ,         15862,               0,           6997
 948,              ,                ,               ,      8164,           0,       3000,                ,                  ,                 ,         15877,               0,           7999
 949,              ,                ,               ,      8183,           0,       2999,                ,                  ,                 ,         15862,               0,           8284
 950,              ,                ,               ,      8218,           0,       3701,                ,                  ,                 ,         15919,               0,           8013
 951,              ,                ,               ,      8216,           0,       2986,                ,                  ,                 ,         15943,               0,           7986
 952,              ,                ,               ,      8224,           0,       3013,                ,                  ,                 ,         15969,               0,           7992
 953,              ,                ,               ,      8235,           0,       2994,                ,                  ,                 ,         15958,               0,           7000
 954,              ,                ,               ,      8247,           0,       4000,                ,                  ,                 ,         15970,               0,           7987
 955,              ,                ,               ,      8256,           0,       4011,                ,                  ,                 ,         15990,               0,           7999
 956,              ,                ,               ,      8271,           0,       2988,                ,                  ,                 ,         16037,               0,           8013
 957,              ,                ,               ,      8286,           0,       2992,                ,                  ,                 ,         16028,               0,           7999
 958,              ,                ,               ,      8327,           0,       2986,                ,                  ,                 ,         16068,               0,           7400
 959,              ,                ,               ,      8322,           0,       3000,                ,                  ,                 ,         16081,               0,           7987
 960,              ,                ,               ,      8299,           0,       3011,                ,                  ,                 ,         16110,               0,           8000
 961,              ,                ,               ,      8309,           0,       4001,                ,                  ,                 ,         16106,               0,           7979
 962,              ,                ,               ,      8324,           0,       3013,                ,                  ,                 ,         16140,               0,           7987
 963,              ,                ,               ,      8344,           0,       2986,                ,                  ,                 ,         16167,               0,           7999
 964,              ,                ,               ,      8351,           0,       2903,                ,                  ,                 ,         16201,               0,           7030
 965,              ,                ,               ,      8361,           0,       3019,                ,                  ,                 ,         16190,               0,           7431
 966,              ,                ,               ,      8387,           0,       3992,                ,                  ,                 ,         16224,               0,           7985
 967,              ,                ,               ,      8383,           0,       3013,                ,                  ,                 ,         16273,               0,           8000
 968,              ,                ,               ,      8380,           0,       3978,                ,                  ,                 ,         16278,               0,           8021
 969,              ,                ,               ,      8383,           0,       2981,                ,                  ,                 ,         16273,               0,           9005
 970,              ,                ,               ,      8398,           0,       4012,                ,                  ,                 ,         16293,               0,           8977
 971,              ,                ,               ,      8398,           0,       3022,                ,                  ,                 ,         16334,               0,           8031
 972,              ,                ,               ,      8430,           0,       3988,                ,                  ,                 ,         16348,               0,           8579
 973,              ,                ,               ,      8440,           0,       3999,                ,                  ,                 ,         16355,               0,           9000
 974,              ,                ,               ,      8449,           0,       3000,                ,                  ,                 ,         16385,               0,           7999
 975,              ,                ,               ,      8458,           0,       3000,                ,                  ,                 ,         16396,               0,           8031
 976,              ,                ,               ,      8447,           0,       3000,                ,                  ,                 ,         16422,               0,           7569
 977,              ,                ,               ,      8461,           0,       3000,                ,                  ,                 ,         16465,               0,           7567
 978,              ,                ,               ,      8493,           0,       3000,                ,                  ,                 ,         16455,               0,           7999
 979,              ,                ,               ,      8495,           0,       4000,                ,                  ,                 ,         16484,               0,           8000
 980,              ,                ,               ,      8493,           0,       2986,                ,                  ,                 ,         16501,               0,           7925
 981,              ,                ,               ,      8496,           0,       3245,                ,                  ,                 ,         16498,               0,           9038
 982,              ,                ,               ,      8539,           0,       3000,                ,                  ,                 ,         16521,               0,           8031
 983,              ,                ,               ,      8526,           0,       4000,                ,                  ,                 ,         16543,               0,           8567
 984,              ,                ,               ,      8527,           0,       3999,                ,                  ,                 ,         16554,               0,           8000
 985,              ,                ,               ,      8541,           0,       3764,                ,                  ,                 ,         16579,               0,           9000
 986,              ,                ,               ,      8550,           0,       3000,                ,                  ,                 ,         16591,               0,           7993
 987,              ,                ,               ,      8559,           0,       3000,                ,                  ,                 ,         16616,               0,           8988
 988,              ,                ,               ,      8564,           0,       2982,                ,                  ,                 ,         16637,               0,           8000
 989,              ,                ,               ,      8577,           0,       3983,                ,                  ,                 ,         16661,               0,           8016
 990,              ,                ,               ,      8597,           0,       2999,                ,                  ,                 ,         16700,               0,           8999
 991,              ,                ,               ,      8601,           0,       3000,                ,                  ,                 ,         16727,               0,           7986
 992,              ,                ,               ,      8615,           0,       3019,                ,                  ,                 ,         16708,               0,           9000
 993,              ,                ,               ,      8622,           0,       2986,                ,                  ,                 ,         16726,               0,           7999
